Datetime,BTC_USDT_1h_close,fear_gread_index,NASDAQ_Close ^IXIC,gold_Close GC=F,VIX_Close ^VIX,google_trends_bitcoin,BTC_USDT_1h_volume
2023-04-17 17:00:00,29466.1,69.0,12091.68017578125,2007.699951171875,17.170000076293945,33,135.570894
2023-04-17 18:00:00,29528.42,69.0,12117.0830078125,2008.199951171875,17.170000076293945,33,104.303172
2023-04-17 19:00:00,29469.39,69.0,12152.208984375,2008.699951171875,16.940000534057617,33,96.297252
2023-04-17 20:00:00,29441.25,69.0,12152.208984375,2007.5,16.940000534057617,33,89.558801
2023-04-17 21:00:00,29457.69,69.0,12152.208984375,2007.5,16.940000534057617,33,69.214423
2023-04-17 22:00:00,29506.93,69.0,12152.208984375,2007.0,16.940000534057617,33,71.769647
2023-04-17 23:00:00,29430.0,69.0,12152.208984375,2006.300048828125,16.940000534057617,33,45.188572
2023-04-18 00:00:00,29361.28,58.0,12152.208984375,2007.199951171875,16.940000534057617,33,112.581879
2023-04-18 01:00:00,29374.28,58.0,12152.208984375,2010.0,16.940000534057617,33,318.643771
2023-04-18 02:00:00,29468.75,58.0,12152.208984375,2012.4000244140625,16.940000534057617,33,84.68892
2023-04-18 03:00:00,29447.28,58.0,12152.208984375,2012.199951171875,16.940000534057617,33,50.466132
2023-04-18 04:00:00,29494.18,58.0,12152.208984375,2010.5,16.940000534057617,33,67.17153
2023-04-18 05:00:00,29541.32,58.0,12152.208984375,2012.800048828125,16.940000534057617,33,110.696755
2023-04-18 06:00:00,29713.16,58.0,12152.208984375,2012.0,16.940000534057617,33,220.636376
2023-04-18 07:00:00,29780.7,58.0,12156.4521484375,2014.5,16.90999984741211,33,177.133633
2023-04-18 08:00:00,29702.97,58.0,12156.4521484375,2015.5,16.940000534057617,33,155.670206
2023-04-18 09:00:00,29890.0,58.0,12156.4521484375,2013.699951171875,16.860000610351562,33,193.594825
2023-04-18 10:00:00,29898.75,58.0,12156.4521484375,2016.0,16.829999923706055,33,195.759462
2023-04-18 11:00:00,30379.98,58.0,12156.4521484375,2016.4000244140625,16.899999618530273,33,584.366975
2023-04-18 12:00:00,30311.19,58.0,12156.4521484375,2013.9000244140625,16.889999389648438,33,633.210459
2023-04-18 13:00:00,30383.2,58.0,12150.857421875,2011.5999755859373,16.950000762939453,33,438.472577
2023-04-18 14:00:00,30245.56,58.0,12145.79150390625,2021.800048828125,17.170000076293945,33,357.588573
2023-04-18 15:00:00,30179.54,58.0,12151.93505859375,2021.199951171875,17.020000457763672,33,198.474664
2023-04-18 16:00:00,30219.11,58.0,12145.34765625,2019.699951171875,16.790000915527344,33,151.195663
2023-04-18 17:00:00,30025.35,58.0,12141.833984375,2016.800048828125,16.770000457763672,33,171.913894
2023-04-18 18:00:00,30148.33,58.0,12144.42578125,2017.9000244140625,16.6299991607666,33,266.727616
2023-04-18 19:00:00,30227.87,58.0,12146.09765625,2016.9000244140625,16.770000457763672,33,122.642321
2023-04-18 20:00:00,30425.99,58.0,12146.09765625,2017.800048828125,16.770000457763672,33,200.121871
2023-04-18 21:00:00,30371.52,58.0,12146.09765625,2017.800048828125,16.770000457763672,33,104.296018
2023-04-18 22:00:00,30367.05,58.0,12146.09765625,2017.5,16.770000457763672,33,79.783529
2023-04-18 23:00:00,30380.3,58.0,12146.09765625,2017.699951171875,16.770000457763672,33,86.04303
2023-04-19 00:00:00,30320.0,63.0,12146.09765625,2019.5,16.770000457763672,33,79.666391
2023-04-19 01:00:00,30240.0,63.0,12146.09765625,2015.699951171875,16.770000457763672,33,73.833689
2023-04-19 02:00:00,30203.8,63.0,12146.09765625,2016.199951171875,16.770000457763672,33,103.632006
2023-04-19 03:00:00,30210.0,63.0,12146.09765625,2015.699951171875,16.770000457763672,33,43.326231
2023-04-19 04:00:00,30204.94,63.0,12146.09765625,2015.9000244140625,16.770000457763672,33,76.856407
2023-04-19 05:00:00,30272.01,63.0,12146.09765625,2012.5,16.770000457763672,33,74.391422
2023-04-19 06:00:00,30011.1,63.0,12146.09765625,2002.800048828125,16.770000457763672,33,194.198435
2023-04-19 07:00:00,30081.35,63.0,12153.8662109375,2002.9000244140625,17.219999313354492,33,107.511044
2023-04-19 08:00:00,29173.84,63.0,12153.8662109375,1991.5999755859373,17.31999969482422,33,2864.521162
2023-04-19 09:00:00,29200.01,63.0,12153.8662109375,1985.9000244140625,17.469999313354492,33,458.138816
2023-04-19 10:00:00,29260.0,63.0,12153.8662109375,1984.699951171875,17.56999969482422,33,294.831833
2023-04-19 11:00:00,29309.45,63.0,12153.8662109375,1982.4000244140625,17.43000030517578,33,178.239776
2023-04-19 12:00:00,29216.34,63.0,12153.8662109375,1992.4000244140625,17.360000610351562,33,144.053515
2023-04-19 13:00:00,29330.3,63.0,12121.18115234375,2002.9000244140625,16.90999984741211,33,159.84093
2023-04-19 14:00:00,29388.7,63.0,12102.5029296875,2005.0,16.729999542236328,33,262.331812
2023-04-19 15:00:00,29265.07,63.0,12135.4599609375,2002.9000244140625,16.549999237060547,33,344.918137
2023-04-19 16:00:00,29315.75,63.0,12163.951171875,2008.4000244140625,16.350000381469727,33,127.905664
2023-04-19 17:00:00,29320.0,63.0,12175.55126953125,2006.199951171875,16.329999923706055,33,238.38693
2023-04-19 18:00:00,29277.12,63.0,12176.7490234375,2008.5999755859373,16.34000015258789,33,169.714067
2023-04-19 19:00:00,29229.99,63.0,12166.53564453125,2006.9000244140625,16.350000381469727,33,91.060148
2023-04-19 20:00:00,29235.59,63.0,12166.53564453125,2007.4000244140625,16.350000381469727,33,108.317936
2023-04-19 21:00:00,29161.53,63.0,12166.53564453125,2007.4000244140625,16.350000381469727,33,376.777565
2023-04-19 22:00:00,29075.21,63.0,12166.53564453125,2006.300048828125,16.350000381469727,33,201.378993
2023-04-19 23:00:00,28800.0,63.0,12166.53564453125,2005.4000244140625,16.350000381469727,33,952.397571
2023-04-20 00:00:00,28917.55,52.0,12166.53564453125,2007.199951171875,16.350000381469727,33,277.163105
2023-04-20 01:00:00,28932.75,52.0,12166.53564453125,2007.300048828125,16.350000381469727,33,115.890671
2023-04-20 02:00:00,28739.44,52.0,12166.53564453125,2003.5,16.350000381469727,33,131.342286
2023-04-20 03:00:00,28857.14,52.0,12166.53564453125,2004.300048828125,16.350000381469727,33,197.585651
2023-04-20 04:00:00,28865.33,52.0,12166.53564453125,2004.0999755859373,16.350000381469727,33,172.596455
2023-04-20 05:00:00,28896.23,52.0,12166.53564453125,2005.800048828125,16.350000381469727,33,119.574793
2023-04-20 06:00:00,28935.54,52.0,12166.53564453125,2010.800048828125,16.350000381469727,33,167.593684
2023-04-20 07:00:00,28868.22,52.0,12157.18359375,2008.800048828125,17.0,33,105.250795
2023-04-20 08:00:00,28823.89,52.0,12157.18359375,2008.4000244140625,17.389999389648438,33,450.503687
2023-04-20 09:00:00,28863.99,52.0,12157.18359375,2011.4000244140625,17.350000381469727,33,121.229729
2023-04-20 10:00:00,28856.8,52.0,12157.18359375,2015.4000244140625,17.40999984741211,33,100.534254
2023-04-20 11:00:00,28606.13,52.0,12157.18359375,2012.5,17.270000457763672,33,283.230919
2023-04-20 12:00:00,28895.53,52.0,12157.18359375,2018.5,17.5,33,836.250584
2023-04-20 13:00:00,28820.0,52.0,12134.02099609375,2015.199951171875,17.5,33,325.176133
2023-04-20 14:00:00,28718.06,52.0,12102.89892578125,2015.199951171875,16.969999313354492,33,207.845905
2023-04-20 15:00:00,28504.63,52.0,12103.5439453125,2013.9000244140625,16.950000762939453,33,406.353578
2023-04-20 16:00:00,28440.55,52.0,12131.87353515625,2017.199951171875,16.809999465942383,33,621.589263
2023-04-20 17:00:00,28455.0,52.0,12117.59228515625,2018.0999755859373,16.459999084472656,33,277.856763
2023-04-20 18:00:00,28358.81,52.0,12048.98193359375,2017.199951171875,16.8799991607666,33,364.859759
2023-04-20 19:00:00,28105.91,52.0,12037.2109375,2014.699951171875,17.290000915527344,33,658.046977
2023-04-20 20:00:00,28205.0,52.0,12037.2109375,2016.5999755859373,17.290000915527344,33,351.970568
2023-04-20 21:00:00,28227.0,52.0,12037.2109375,2016.5999755859373,17.290000915527344,33,168.572142
2023-04-20 22:00:00,28250.0,52.0,12037.2109375,2016.0,17.290000915527344,33,127.641733
2023-04-20 23:00:00,28240.0,52.0,12037.2109375,2016.5,17.290000915527344,33,80.414938
2023-04-21 00:00:00,28291.87,50.0,12037.2109375,2015.699951171875,17.290000915527344,33,247.809442
2023-04-21 01:00:00,28205.0,50.0,12037.2109375,2013.300048828125,17.290000915527344,33,89.290671
2023-04-21 02:00:00,28247.55,50.0,12037.2109375,2014.300048828125,17.290000915527344,33,92.95941
2023-04-21 03:00:00,28318.77,50.0,12037.2109375,2013.4000244140625,17.290000915527344,33,78.879397
2023-04-21 04:00:00,28237.98,50.0,12037.2109375,2011.9000244140625,17.290000915527344,33,101.53463
2023-04-21 05:00:00,28165.25,50.0,12037.2109375,2005.9000244140625,17.290000915527344,33,103.883453
2023-04-21 06:00:00,27906.75,50.0,12037.2109375,1997.0999755859373,17.290000915527344,33,961.934908
2023-04-21 07:00:00,28163.55,50.0,12060.0439453125,1997.5999755859373,17.489999771118164,33,410.228602
2023-04-21 08:00:00,28080.02,50.0,12060.0439453125,1999.5,17.43000030517578,33,346.552586
2023-04-21 09:00:00,28060.14,50.0,12060.0439453125,1997.199951171875,17.34000015258789,33,230.762803
2023-04-21 10:00:00,28005.0,50.0,12060.0439453125,1999.300048828125,17.520000457763672,33,345.914031
2023-04-21 11:00:00,28064.33,50.0,12060.0439453125,1998.9000244140625,17.610000610351562,33,256.22705
2023-04-21 12:00:00,28216.57,50.0,12060.0439453125,1999.800048828125,17.270000457763672,33,249.406619
2023-04-21 13:00:00,28111.8,50.0,12053.369140625,1984.5,17.18000030517578,33,242.541538
2023-04-21 14:00:00,28061.8,50.0,12047.12060546875,1989.699951171875,17.030000686645508,33,262.268455
2023-04-21 15:00:00,28043.6,50.0,12049.97998046875,1986.5999755859373,17.06999969482422,33,248.417297
2023-04-21 16:00:00,28045.01,50.0,12052.35400390625,1988.199951171875,17.010000228881836,33,192.476196
2023-04-21 17:00:00,27900.62,50.0,12070.0146484375,1991.199951171875,16.989999771118164,33,460.007936
2023-04-21 18:00:00,27781.71,50.0,12073.98193359375,1989.800048828125,16.739999771118164,33,324.127288
2023-04-21 19:00:00,27279.33,50.0,12066.85595703125,1993.199951171875,16.670000076293945,33,1117.084566
2023-04-21 20:00:00,27266.18,50.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,356.044376
2023-04-21 21:00:00,27282.12,50.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,184.494131
2023-04-21 22:00:00,27264.83,50.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,294.371907
2023-04-21 23:00:00,27260.0,50.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,127.425732
2023-04-22 00:00:00,27226.14,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,99.082385
2023-04-22 01:00:00,27292.78,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,97.825542
2023-04-22 02:00:00,27243.95,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,86.66133
2023-04-22 03:00:00,27322.75,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,79.365891
2023-04-22 04:00:00,27349.58,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,60.413804
2023-04-22 05:00:00,27397.78,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,82.585223
2023-04-22 06:00:00,27341.58,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,131.718149
2023-04-22 07:00:00,27276.39,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,114.575929
2023-04-22 08:00:00,27216.07,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,103.008148
2023-04-22 09:00:00,27240.66,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,81.425791
2023-04-22 10:00:00,27254.95,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,162.383851
2023-04-22 11:00:00,27292.64,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,105.803454
2023-04-22 12:00:00,27344.24,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,78.069311
2023-04-22 13:00:00,27257.06,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,101.575671
2023-04-22 14:00:00,27488.67,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,618.715706
2023-04-22 15:00:00,27489.46,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,311.489178
2023-04-22 16:00:00,27586.14,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,419.957287
2023-04-22 17:00:00,27640.0,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,452.376485
2023-04-22 18:00:00,27600.6,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,483.41229
2023-04-22 19:00:00,27625.4,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,136.811344
2023-04-22 20:00:00,27632.74,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,98.610322
2023-04-22 21:00:00,27665.18,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,119.190598
2023-04-22 22:00:00,27855.28,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,233.471626
2023-04-22 23:00:00,27814.31,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,33,124.101079
2023-04-23 00:00:00,27539.8,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,263.748734
2023-04-23 01:00:00,27554.82,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,145.400215
2023-04-23 02:00:00,27590.53,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,117.904797
2023-04-23 03:00:00,27558.85,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,92.781037
2023-04-23 04:00:00,27606.3,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,36.34384
2023-04-23 05:00:00,27583.69,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,52.737148
2023-04-23 06:00:00,27592.17,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,65.1518
2023-04-23 07:00:00,27722.36,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,120.764843
2023-04-23 08:00:00,27709.36,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,107.035906
2023-04-23 09:00:00,27628.14,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,75.923621
2023-04-23 10:00:00,27528.11,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,123.993225
2023-04-23 11:00:00,27639.44,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,79.360887
2023-04-23 12:00:00,27604.86,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,222.838647
2023-04-23 13:00:00,27630.02,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,65.756201
2023-04-23 14:00:00,27550.64,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,110.990836
2023-04-23 15:00:00,27472.78,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,308.008352
2023-04-23 16:00:00,27585.0,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,281.992791
2023-04-23 17:00:00,27507.51,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,109.537478
2023-04-23 18:00:00,27454.99,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,256.798338
2023-04-23 19:00:00,27460.69,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,150.244293
2023-04-23 20:00:00,27504.99,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,108.384013
2023-04-23 21:00:00,27508.89,56.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,60.124463
2023-04-23 22:00:00,27594.88,56.0,12066.85595703125,1994.4000244140625,16.670000076293945,31,111.413093
2023-04-23 23:00:00,27589.68,56.0,12066.85595703125,1994.9000244140625,16.670000076293945,31,69.544943
2023-04-24 00:00:00,27800.0,53.0,12066.85595703125,1994.0999755859373,16.670000076293945,31,208.844728
2023-04-24 01:00:00,27754.31,53.0,12066.85595703125,1989.800048828125,16.670000076293945,31,347.239602
2023-04-24 02:00:00,27743.21,53.0,12066.85595703125,1990.300048828125,16.670000076293945,31,81.447824
2023-04-24 03:00:00,27789.15,53.0,12066.85595703125,1990.9000244140625,16.670000076293945,31,58.172607
2023-04-24 04:00:00,27702.31,53.0,12066.85595703125,1989.9000244140625,16.670000076293945,31,63.289102
2023-04-24 05:00:00,27653.15,53.0,12066.85595703125,1989.0999755859373,16.670000076293945,31,106.606708
2023-04-24 06:00:00,27540.0,53.0,12066.85595703125,1989.4000244140625,16.670000076293945,31,213.352962
2023-04-24 07:00:00,27453.27,53.0,12073.482421875,1993.199951171875,18.06999969482422,31,305.386563
2023-04-24 08:00:00,27182.07,53.0,12073.482421875,1995.5999755859373,17.979999542236328,31,421.013624
2023-04-24 09:00:00,27306.64,53.0,12073.482421875,1993.800048828125,17.700000762939453,31,243.869086
2023-04-24 10:00:00,27414.79,53.0,12073.482421875,1994.199951171875,17.729999542236328,31,103.210511
2023-04-24 11:00:00,27545.0,53.0,12073.482421875,1993.5,17.510000228881836,31,159.15826
2023-04-24 12:00:00,27440.77,53.0,12073.482421875,1994.5999755859373,17.530000686645508,31,168.219127
2023-04-24 13:00:00,27618.6,53.0,12071.81591796875,1988.5,17.399999618530273,31,317.730651
2023-04-24 14:00:00,27429.11,53.0,12026.5634765625,1993.0999755859373,17.020000457763672,31,289.58461
2023-04-24 15:00:00,27259.21,53.0,11985.95556640625,1995.0999755859373,17.43000030517578,31,250.731779
2023-04-24 16:00:00,27112.21,53.0,11996.94482421875,1997.0999755859373,17.299999237060547,31,528.922013
2023-04-24 17:00:00,27383.08,53.0,12017.16259765625,2000.0999755859373,17.139999389648438,31,618.716817
2023-04-24 18:00:00,27335.0,53.0,12030.224609375,2000.0,17.0,31,258.14324
2023-04-24 19:00:00,27382.21,53.0,12034.7939453125,1998.9000244140625,16.799999237060547,31,134.636319
2023-04-24 20:00:00,27460.0,53.0,12034.7939453125,1999.4000244140625,16.799999237060547,31,107.289243
2023-04-24 21:00:00,27416.51,53.0,12034.7939453125,1999.4000244140625,16.799999237060547,31,99.835562
2023-04-24 22:00:00,27466.57,53.0,12034.7939453125,2002.800048828125,16.799999237060547,31,90.521932
2023-04-24 23:00:00,27510.0,53.0,12034.7939453125,2005.0999755859373,16.799999237060547,31,130.711601
2023-04-25 00:00:00,27462.87,53.0,12034.7939453125,2007.199951171875,16.799999237060547,31,154.126278
2023-04-25 01:00:00,27399.95,53.0,12034.7939453125,2007.5,16.799999237060547,31,110.560927
2023-04-25 02:00:00,27404.99,53.0,12034.7939453125,2004.800048828125,16.799999237060547,31,87.849951
2023-04-25 03:00:00,27345.0,53.0,12034.7939453125,2002.9000244140625,16.799999237060547,31,80.544275
2023-04-25 04:00:00,27407.45,53.0,12034.7939453125,2001.300048828125,16.799999237060547,31,90.500755
2023-04-25 05:00:00,27415.2,53.0,12034.7939453125,2005.9000244140625,16.799999237060547,31,101.733429
2023-04-25 06:00:00,27355.03,53.0,12034.7939453125,2004.9000244140625,16.799999237060547,31,202.271068
2023-04-25 07:00:00,27265.01,53.0,12038.5078125,2000.5,17.700000762939453,31,216.5579
2023-04-25 08:00:00,27427.21,53.0,12038.5078125,1998.699951171875,17.8700008392334,31,303.98437
2023-04-25 09:00:00,27323.3,53.0,12038.5078125,1998.5999755859373,17.700000762939453,31,201.725503
2023-04-25 10:00:00,27335.02,53.0,12038.5078125,1992.5999755859373,17.75,31,142.763722
2023-04-25 11:00:00,27392.02,53.0,12038.5078125,1987.800048828125,17.489999771118164,31,251.74707
2023-04-25 12:00:00,27393.06,53.0,12038.5078125,2003.4000244140625,17.530000686645508,31,230.760942
2023-04-25 13:00:00,27345.0,53.0,11982.31103515625,1995.699951171875,17.719999313354492,31,249.653057
2023-04-25 14:00:00,27295.03,53.0,11929.94287109375,1996.0999755859373,18.11000061035156,31,332.2728
2023-04-25 15:00:00,27340.73,53.0,11914.07666015625,2000.5,17.889999389648438,31,381.150967
2023-04-25 16:00:00,27391.85,53.0,11878.61279296875,2001.199951171875,18.309999465942383,31,192.118025
2023-04-25 17:00:00,27630.0,53.0,11852.9814453125,2009.4000244140625,18.979999542236328,31,457.710193
2023-04-25 18:00:00,27576.14,53.0,11836.951171875,2006.0999755859373,19.540000915527344,31,505.144459
2023-04-25 19:00:00,27617.61,53.0,11815.6923828125,2009.5,19.64999961853028,31,253.173596
2023-04-25 20:00:00,27975.01,53.0,11815.6923828125,2007.9000244140625,19.64999961853028,31,594.735738
2023-04-25 21:00:00,28261.33,53.0,11815.6923828125,2007.9000244140625,19.64999961853028,31,532.728468
2023-04-25 22:00:00,28234.21,53.0,11815.6923828125,2008.0,19.64999961853028,31,358.989083
2023-04-25 23:00:00,28296.63,53.0,11815.6923828125,2010.199951171875,19.64999961853028,31,311.779868
2023-04-26 00:00:00,28299.51,56.0,11815.6923828125,2008.0,19.64999961853028,31,450.01653
2023-04-26 01:00:00,28386.56,56.0,11815.6923828125,2009.5,19.64999961853028,31,156.008856
2023-04-26 02:00:00,28390.05,56.0,11815.6923828125,2008.699951171875,19.64999961853028,31,141.270476
2023-04-26 03:00:00,28310.01,56.0,11815.6923828125,2005.0,19.64999961853028,31,231.618541
2023-04-26 04:00:00,28330.01,56.0,11815.6923828125,2005.699951171875,19.64999961853028,31,108.112425
2023-04-26 05:00:00,28399.74,56.0,11815.6923828125,2006.199951171875,19.64999961853028,31,166.976805
2023-04-26 06:00:00,28396.21,56.0,11815.6923828125,2008.5,19.64999961853028,31,398.483059
2023-04-26 07:00:00,28373.15,56.0,11800.6015625,2008.4000244140625,18.68000030517578,31,141.413401
2023-04-26 08:00:00,28729.94,56.0,11800.6015625,2007.5999755859373,18.790000915527344,31,647.316622
2023-04-26 09:00:00,28869.58,56.0,11800.6015625,2008.9000244140625,18.709999084472656,31,578.641927
2023-04-26 10:00:00,29002.79,56.0,11800.6015625,2009.5999755859373,18.809999465942383,31,604.347277
2023-04-26 11:00:00,28955.0,56.0,11800.6015625,2005.800048828125,19.3799991607666,31,669.331966
2023-04-26 12:00:00,29963.33,56.0,11800.6015625,2008.199951171875,18.88999938964844,31,1670.066069
2023-04-26 13:00:00,29849.04,56.0,11841.8662109375,2013.4000244140625,18.64999961853028,31,1038.100255
2023-04-26 14:00:00,29701.18,56.0,11908.96484375,2008.800048828125,19.299999237060547,31,648.678346
2023-04-26 15:00:00,29821.51,56.0,11942.61328125,2001.4000244140625,18.190000534057617,31,467.553139
2023-04-26 16:00:00,29809.21,56.0,11931.8974609375,1996.699951171875,18.239999771118164,31,390.349347
2023-04-26 17:00:00,29721.52,56.0,11901.05810546875,1998.5999755859373,18.64999961853028,31,311.324753
2023-04-26 18:00:00,29740.21,56.0,11872.55322265625,2000.199951171875,18.76000022888184,31,259.32484
2023-04-26 19:00:00,27892.22,56.0,11855.5927734375,1998.0999755859373,19.0,31,2688.626285
2023-04-26 20:00:00,28415.61,56.0,11855.5927734375,1998.800048828125,19.0,31,2362.825538
2023-04-26 21:00:00,28676.69,56.0,11855.5927734375,1998.800048828125,19.0,31,673.061514
2023-04-26 22:00:00,28294.21,56.0,11855.5927734375,1999.0999755859373,19.0,31,723.980521
